audio_filename,motion_dirname
datasets/tokenizer_dataset/audio/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/DTH895/audio_separated/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152.wav,datasets/tokenizer_dataset/smplx/c--20250127--1400--NOC230--IKF796--DTH895--KIY374--pilot--MotionPrior--ACTING_Act_out_a_scene_from_your_favorite_movie--121953-123152/DTH895
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/CKG723/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/CKG723
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/GQM807/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/GQM807
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/MRJ778/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/MRJ778
datasets/tokenizer_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/AXN146/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027.wav,datasets/tokenizer_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--DAYLIFE_Casual_hangout--117828-119027/AXN146
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/RVB240/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/RVB240
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/GBM952/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/GBM952
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/UFK987/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/UFK987
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/EYX463/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Learning_to_play_an_instrument_together--102460-111456/EYX463
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/SNF112/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/SNF112
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/FZR584/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/FZR584
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/AYI006/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/AYI006
datasets/tokenizer_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/NPD266/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232.wav,datasets/tokenizer_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Casual_hangout--045783-049232/NPD266
datasets/tokenizer_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/CKG723/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275.wav,datasets/tokenizer_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/CKG723
datasets/tokenizer_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/EGJ844/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275.wav,datasets/tokenizer_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/EGJ844
datasets/tokenizer_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/PZA883/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275.wav,datasets/tokenizer_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/PZA883
datasets/tokenizer_dataset/audio/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/UBT089/audio_separated/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275.wav,datasets/tokenizer_dataset/smplx/c--20250128--1000--PZA883--CKG723--EGJ844--UBT089--pilot--MotionPrior--ACTING_Sandwich_making_competition--079878-085275/UBT089
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/AQK592/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/AQK592
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/BFG607/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/BFG607
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/PVW159/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/PVW159
datasets/tokenizer_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/SKG572/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326.wav,datasets/tokenizer_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--ACTING_Wedding--148477-151326/SKG572
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/RVB240/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/RVB240
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/GBM952/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/GBM952
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/UFK987/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/UFK987
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/EYX463/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Science_fair_or_testing_experiment--064437-065790/EYX463
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/RVB240/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/RVB240
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/GBM952/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/GBM952
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/UFK987/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/UFK987
datasets/tokenizer_dataset/audio/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/EYX463/audio_separated/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738.wav,datasets/tokenizer_dataset/smplx/c--20250113--1401--RVB240--GBM952--EYX463--UFK987--pilot--MotionPrior--ACTING_Startup_founder_pitching_ideas--148089-152738/EYX463
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730/XAO108/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730/XAO108
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730/VQR525/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730/VQR525
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730/RGM410/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Superbowl_watchparty--149831-153730/RGM410
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526/XAO108/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526/XAO108
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526/VQR525/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526/VQR525
datasets/tokenizer_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526/RGM410/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526.wav,datasets/tokenizer_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Bachelor_party--067528-076526/RGM410
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/AVL958/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/AVL958
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/ZVV024/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/ZVV024
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/APU795/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/APU795
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/BST815/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Adult_Birthday_--069402-075398/BST815
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/AVL958/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/AVL958
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/ZVV024/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/ZVV024
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/APU795/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/APU795
datasets/tokenizer_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/BST815/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492.wav,datasets/tokenizer_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--DAYLIFE_Casual_hangout--214446-221492/BST815
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/SZM479/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/SZM479
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/BWW760/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/BWW760
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/DXG448/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/DXG448
datasets/tokenizer_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/JON169/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677.wav,datasets/tokenizer_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Going_apple_or_berry_picking--067528-070677/JON169
datasets/tokenizer_dataset/audio/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/BNP148/audio_separated/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980.wav,datasets/tokenizer_dataset/smplx/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/BNP148
datasets/tokenizer_dataset/audio/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/HSQ671/audio_separated/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980.wav,datasets/tokenizer_dataset/smplx/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/HSQ671
datasets/tokenizer_dataset/audio/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/DZM872/audio_separated/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980.wav,datasets/tokenizer_dataset/smplx/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/DZM872
datasets/tokenizer_dataset/audio/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/YKN918/audio_separated/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980.wav,datasets/tokenizer_dataset/smplx/c--20250127--1000--HSQ671--BNP148--DZM872--YKN918--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--185531-191980/YKN918
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/FGI958/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/FGI958
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/ZPZ640/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/ZPZ640
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/HXR046/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/HXR046
datasets/tokenizer_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/DLF703/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949.wav,datasets/tokenizer_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--DAYLIFE_Evening_free_time--113100-118949/DLF703
datasets/tokenizer_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/CKG723/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414.wav,datasets/tokenizer_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/CKG723
datasets/tokenizer_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/AHW276/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414.wav,datasets/tokenizer_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/AHW276
