audio_filename,motion_dirname
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255/SUJ760/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255/SUJ760
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255/SBC772/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255/SBC772
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255/PWQ428/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--ACTING_Adult_Birthday_--166455-168255/PWQ428
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/CKG723/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/CKG723
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/GQM807/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/GQM807
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/MRJ778/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/MRJ778
datasets/training_dataset/audio/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/AXN146/audio_separated/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648.wav,datasets/training_dataset/smplx/c--20250124--1400--CKG723--AXN146--GQM807--MRJ778--pilot--MotionPrior--ACTING_Furniture_assembly_--062599-063648/AXN146
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175/XAO108/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175/XAO108
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175/VQR525/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175/VQR525
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175/RGM410/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--107540-113175/RGM410
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/AVL958/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/AVL958
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/ZVV024/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/ZVV024
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/APU795/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/APU795
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/BST815/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Theater_reenactment_competition--084655-091554/BST815
datasets/training_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/AQK592/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261.wav,datasets/training_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/AQK592
datasets/training_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/BFG607/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261.wav,datasets/training_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/BFG607
datasets/training_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/PVW159/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261.wav,datasets/training_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/PVW159
datasets/training_dataset/audio/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/SKG572/audio_separated/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261.wav,datasets/training_dataset/smplx/c--20250123--1400--BFG607--AQK592--PVW159--SKG572--pilot--MotionPrior--DAYLIFE_Group_Trip--203262-212261/SKG572
datasets/training_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/SZM479/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100.wav,datasets/training_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/SZM479
datasets/training_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/BWW760/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100.wav,datasets/training_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/BWW760
datasets/training_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/DXG448/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100.wav,datasets/training_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/DXG448
datasets/training_dataset/audio/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/JON169/audio_separated/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100.wav,datasets/training_dataset/smplx/c--20250108--1300--DXG448--SZM479--JON169--BWW760--pilot--MotionPrior--ACTING_Adult_Birthday_--106751-108100/JON169
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306/XAO108/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306/XAO108
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306/VQR525/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306/VQR525
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306/RGM410/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Thanksgiving_day--119011-122306/RGM410
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/JNA469/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/JNA469
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/SUJ760/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/SUJ760
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/SBC772/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/SBC772
datasets/training_dataset/audio/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/PWQ428/audio_separated/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341.wav,datasets/training_dataset/smplx/c--20250128--1400--JNA469--PWQ428--SBC772--SUJ760--pilot--MotionPrior--DAYLIFE_Outdoor_Picnic_or_BBQ--202992-204341/PWQ428
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/CKG723/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/CKG723
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/AHW276/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/AHW276
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/MGP178/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/MGP178
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/MWA611/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Lego_building_competition--104802-111851/MWA611
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/SNF112/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/SNF112
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/FZR584/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/FZR584
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/AYI006/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/AYI006
datasets/training_dataset/audio/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/NPD266/audio_separated/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574.wav,datasets/training_dataset/smplx/c--20250115--1153--AYI006--SNF112--FZR584--NPD266--pilot--MotionPrior--DAYLIFE_Group_Trip--108523-109574/NPD266
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/LZN677/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/LZN677
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/FGT288/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/FGT288
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/KCO073/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/KCO073
datasets/training_dataset/audio/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/KDT344/audio_separated/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148.wav,datasets/training_dataset/smplx/c--20250219--0939--FGT288--LZN677--KCO073--KDT344--pilot--MotionPrior--ACTING_Going_on_a_vacation_to_a_new_town--075654-077148/KDT344
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/AVL958/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/AVL958
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/ZVV024/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/ZVV024
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/APU795/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/APU795
datasets/training_dataset/audio/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/BST815/audio_separated/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525.wav,datasets/training_dataset/smplx/c--20250110--1335--APU795--AVL958--BST815--ZVV024--pilot--MotionPrior--ACTING_Politician_giving_news_at_press_conference--075525-084525/BST815
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/CKG723/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/CKG723
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/AHW276/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/AHW276
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/MGP178/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/MGP178
datasets/training_dataset/audio/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/MWA611/audio_separated/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414.wav,datasets/training_dataset/smplx/c--20250130--1400--MWA611--AHW276--MGP178--CKG723--pilot--MotionPrior--ACTING_Taking_a_class_together--149423-158414/MWA611
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/JWC621/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/JWC621
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/EUI309/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/EUI309
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/AVA216/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/AVA216
datasets/training_dataset/audio/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/UIG832/audio_separated/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245.wav,datasets/training_dataset/smplx/c--20250129--1400--EUI309--JWC621--UIG832--AVA216--pilot--MotionPrior--DAYLIFE_Home_Renovations--205846-208245/UIG832
datasets/training_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/FGI958/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180.wav,datasets/training_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/FGI958
datasets/training_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/ZPZ640/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180.wav,datasets/training_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/ZPZ640
datasets/training_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/HXR046/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180.wav,datasets/training_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/HXR046
datasets/training_dataset/audio/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/DLF703/audio_separated/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180.wav,datasets/training_dataset/smplx/c--20250122--1350--ZPZ640--HXR046--FGI958--DLF703--pilot--MotionPrior--ACTING_Town_hall_meeting--103981-108180/DLF703
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389/XAO108/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389/XAO108
datasets/training_dataset/audio/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389/VQR525/audio_separated/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389.wav,datasets/training_dataset/smplx/c--20250219--1402--VQR525--XAO108--RGM410--pilot--MotionPrior--ACTING_Scavenger_hunt--104090-107389/VQR525
